GUIDELINES	YEAR	TEST_METHOD	POTENCY	ORGANISM_CODE	ORGANISM_CODE_TYPE	BREAKPOINT_TYPE	HOST	SITE_OF_INFECTION	REFERENCE_TABLE	REFERENCE_SEQUENCE	WHONET_ABX_CODE	WHONET_TEST	R	I	SDD	S	ECV_ECOFF	DATE_ENTERED	DATE_MODIFIED	COMMENTS
CLSI	2023	DISK	5μg	nme	WHONET_ORG_CODE	Human	Human		Table 2I	15	RIF	RIF_ND5	19	20-24		25				
CLSI	2023	DISK	5μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G	39	RIF	RIF_ND5	16	17-18		19				
CLSI	2023	DISK	5μg	STR	GENUS_CODE	Human	Human		Table 2H-1		GEM	GEM_ND5								
CLSI	2023	MIC		MIC	GENUS_CODE	Human	Human		M45 Table 15		PEN	PEN_NM	0.25			0.125				
CLSI	2023	DISK	5μg	STA	GENUS_CODE	Human	Human		Table 2C	59	GRX	GRX_ND5	14	15-17		18				
CLSI	2023	DISK	10μg	AER	GENUS_CODE	Human	Human		M45 Table 2		SAM	SAM_ND10	11	12-14		15				
CLSI	2023	DISK	10μg/10μg	hpi	WHONET_ORG_CODE	Human	Human		Table 2E	2	SAM	SAM_ND10	19	-		20				
CLSI	2023	DISK	10μg/10μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G		SAM	SAM_ND10								
CLSI	2023	DISK	10μg	STA	GENUS_CODE	Human	Human		Table 2C	55	LOM	LOM_ND10	18	19-21		22				
CLSI	2023	DISK	200μg/300μg	nme	WHONET_ORG_CODE	Human	Human		Table 2I	10	SMX	SMX_ND200								
CLSI	2023	DISK	30μg	STA	GENUS_CODE	Human	Human		Table 2C	72	LNZ	LNZ_ND30	20	-		21				
CLSI	2023	DISK	200μg/300μg	nme	WHONET_ORG_CODE	Human	Human		Table 2I	11	SOX	SOX_ND200								
CLSI	2023	DISK	100μg	ngo	WHONET_ORG_CODE	Human	Human		Table 2F	23	SPT	SPT_ND100	14	15-17		18				
CLSI	2023	DISK	5μg	hpi	WHONET_ORG_CODE	Human	Human		Table 2E	39	SPX	SPX_ND5								
CLSI	2023	DISK	5μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G	35	SPX	SPX_ND5	15	16-18		19				
CLSI	2023	DISK	200μg/300μg	nme	WHONET_ORG_CODE	Human	Human		Table 2I	12	SSS	SSS_ND200								
CLSI	2023	DISK	1.25μg/23.75μg	AER	GENUS_CODE	Human	Human		M45 Table 2		SXT	SXT_ND1_2	10	11-15		16				
CLSI	2023	DISK	1.25μg/23.75μg	nme	WHONET_ORG_CODE	Human	Human		Table 2I	13	SXT	SXT_ND1_2	25	26-29		30				
CLSI	2023	DISK	300μg	STA	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Table 2C	62	NIT	NIT_ND300	14	15-16		17				
CLSI	2023	DISK	1.25μg/23.75μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G	37	SXT	SXT_ND1_2	15	16-18		19				
CLSI	2023	DISK	5μg	STR	GENUS_CODE	Human	Human		Table 2H-1		MFX	MFX_ND5								
CLSI	2023	DISK	10 units	STA	GENUS_CODE	Human	Human		Table 2C	1	PEN	PEN_ND10	28	-		29				
CLSI	2023	DISK	15μg	sau	WHONET_ORG_CODE	Human	Human		Table 2C	71	QDA	QDA_ND15	15	16-18		19				
CLSI	2023	DISK	1.25μg/23.75μg	pma	WHONET_ORG_CODE	Human	Human		Table 2B-4	5	SXT	SXT_ND1_2	10	11-15		16				
CLSI	2023	DISK	5μg	STA	GENUS_CODE	Human	Human		Table 2C	70	RIF	RIF_ND5	16	17-19		20				
CLSI	2023	DISK	75/10-15μg	pma	WHONET_ORG_CODE	Human	Human		Table 2B-4	1	TCC	TCC_ND75								
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2		DAL	DAL_NM				0.25				
CLSI	2023	DISK	30μg	AER	GENUS_CODE	Human	Human		M45 Table 2		TCY	TCY_ND30	11	12-14		15				
CLSI	2023	DISK	5μg	STA	GENUS_CODE	Human	Human		Table 2C	60	SPX	SPX_ND5	15	16-18		19				
CLSI	2023	DISK	30μg	ENT	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Table 2D	7	TCY	TCY_ND30	14	15-18		19				
CLSI	2023	DISK	30μg	hpi	WHONET_ORG_CODE	Human	Human		Table 2E	30	TCY	TCY_ND30	25	26-28		29				
CLSI	2023	DISK	30μg	ngo	WHONET_ORG_CODE	Human	Human		Table 2F	14	TCY	TCY_ND30	30	31-37		38				
CLSI	2023	DISK	200μg	STA	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Table 2C	67	SSS	SSS_ND200	12	13-16		17				
CLSI	2023	DISK	30μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G	28	TCY	TCY_ND30	24	25-27		28				
CLSI	2023	DISK	30μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G		DOX	DOX_ND30	24	25-27		28				
CLSI	2023	DISK	30μg	STA	GENUS_CODE	Human	Human		Table 2C	48	TCY	TCY_ND30	14	15-18		19				
CLSI	2023	DISK	5μg	STR	GENUS_CODE	Human	Human		Table 2H-1		RIF	RIF_ND5								
CLSI	2023	DISK	30μg	SVI	SPECIES_GROUP	Human	Human		Table 2H-2	15	TCY	TCY_ND30	18	19-22		23				
CLSI	2023	DISK	1.25μg/23.75μg	STA	GENUS_CODE	Human	Human		Table 2C	64	SXT	SXT_ND1_2	10	11-15		16				
CLSI	2023	DISK	5μg	STA	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Table 2C	68	TMP	TMP_ND5	10	11-15		16				
CLSI	2023	DISK	15μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G	24	TLT	TLT_ND15	15	16-18		19				
CLSI	2023	DISK	30μg	STA	GENUS_CODE	Human	Human		Table 2C	35	VAN	VAN_ND30								
CLSI	2023	DISK	20μg/10μg	STR	GENUS_CODE	Human	Human		Table 2H-1		AMC	AMC_ND20								
CLSI	2023	DISK	30μg	STR	GENUS_CODE	Human	Human		Table 2H-1		AMX	AMX_ND30								
CLSI	2023	DISK	15μg	STR	GENUS_CODE	Human	Human		Table 2H-1	12	AZM	AZM_ND15	13	14-17		18				
CLSI	2023	DISK	30μg	STR	GENUS_CODE	Human	Human		Table 2H-1		CXM	CXM_ND30								
CLSI	2023	DISK	10μg	hpi	WHONET_ORG_CODE	Human	Human		Table 2E	40	TVA	TVA_ND10		-		22				
CLSI	2023	DISK	10μg	ngo	WHONET_ORG_CODE	Human	Human		Table 2F	21	TVA	TVA_ND10		-		34				
CLSI	2023	DISK	10μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G	36	TVA	TVA_ND10	15	16-18		19				
CLSI	2023	DISK	5μg	STR	GENUS_CODE	Human	Human		Table 2H-1		SPX	SPX_ND5								
CLSI	2023	DISK	10μg	SVI	SPECIES_GROUP	Human	Human		Table 2H-2	20	TVA	TVA_ND10	15	16-18		19				
CLSI	2023	DISK	100μg/10μg	AER	GENUS_CODE	Human	Human		M45 Table 2		TZP	TZP_ND100	17	18-20		21				
CLSI	2023	DISK	100μg/10μg	hpi	WHONET_ORG_CODE	Human	Human		Table 2E	4	TZP	TZP_ND100		-		21				
CLSI	2023	DISK	10μg	STR	GENUS_CODE	Human	Human		Table 2H-1	6	DOR	DOR_ND10								
CLSI	2023	DISK	10μg	STR	GENUS_CODE	Human	Human		Table 2H-1		IPM	IPM_ND10								
CLSI	2023	DISK	30μg	ENT	GENUS_CODE	Human	Human		Table 2D	3	VAN	VAN_ND30	14	15-16		17				
CLSI	2023	DISK	30μg	spn	WHONET_ORG_CODE	Human	Human		Table 2G	22	VAN	VAN_ND30		-		17				
CLSI	2023	DISK	1.25μg/23.75μg	STR	GENUS_CODE	Human	Human		Table 2H-1		SXT	SXT_ND1_2								
CLSI	2023	DISK	30μg	SVI	SPECIES_GROUP	Human	Human		Table 2H-2	9	VAN	VAN_ND30		-		17				
CLSI	2023	DISK	10μg	SVI	SPECIES_GROUP	Human	Human		Table 2H-2	6	DOR	DOR_ND10								
CLSI	2023	MIC		ANA	ANAEROBE	Human	Human		Table 2J	6	AMC	AMC_NM	16			4				
CLSI	2023	MIC		bca	WHONET_ORG_CODE	Human	Human		M45 Table 16		AMC	AMC_NM	8			4				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	3	AMC	AMC_NM	8			2				
CLSI	2023	MIC		PAS	GENUS_CODE	Human	Human		M45 Table 17		AMC	AMC_NM				0.5				
CLSI	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		M45 Table 21		AMC	AMC_NM	32			8				
CLSI	2023	MIC		ngo	WHONET_ORG_CODE	Human	Human		Table 2F	3	CRO	CRO_NM				0.25				
CLSI	2023	MIC		nme	WHONET_ORG_CODE	Human	Human		Table 2I	4	CRO	CRO_NM				0.125				
CLSI	2023	MIC		PAS	GENUS_CODE	Human	Human		M45 Table 17		CRO	CRO_NM				0.125				
CLSI	2023	MIC		snv	WHONET_ORG_CODE	Human	Human		M45 Table 1		CRO	CRO_NM	4			1				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		AMP	AMP_NM	4			1				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		CRO	CRO_NM				2				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		CTX	CTX_NM				2				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		IPM	IPM_NM	2			0.5				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Meningitis	Table 2G	11	CRO	CRO_NM	2			0.5				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Non-meningitis	Table 2G	12	CRO	CRO_NM	4			1				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	5	CRO	CRO_NM				0.5				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	5	CRO	CRO_NM	4			1				
CLSI	2023	MIC		AC-	GENUS_CODE	Human	Human	Parenteral	Table 2B-2	10	CRO	CRO_NM	64			8				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	20	CTB	CTB_NM				2				
CLSI	2023	MIC		ANA	ANAEROBE	Human	Human		Table 2J	10	CTT	CTT_NM	64			16				
CLSI	2023	MIC		ngo	WHONET_ORG_CODE	Human	Human		Table 2F	8	CTT	CTT_NM	8			2				
CLSI	2023	MIC		AEC	GENUS_CODE	Human	Human		M45 Table 2		CTX	CTX_NM	4			1				
CLSI	2023	MIC		ANA	ANAEROBE	Human	Human		Table 2J	16	CTX	CTX_NM	64			16				
CLSI	2023	MIC		bca	WHONET_ORG_CODE	Human	Human		M45 Table 16		CTX	CTX_NM				2				
CLSI	2023	MIC		COF	SPECIES_GROUP	Human	Human		M45 Table 6		CTX	CTX_NM	4			1				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	5	CTX	CTX_NM				2				
CLSI	2023	MIC		ngo	WHONET_ORG_CODE	Human	Human		Table 2F	2	CTX	CTX_NM				0.5				
CLSI	2023	MIC		nme	WHONET_ORG_CODE	Human	Human		Table 2I	3	CTX	CTX_NM				0.125				
CLSI	2023	MIC		snv	WHONET_ORG_CODE	Human	Human		M45 Table 1		CTX	CTX_NM	4			1				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Meningitis	Table 2G	9	CTX	CTX_NM	2			0.5				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Non-meningitis	Table 2G	10	CTX	CTX_NM	4			1				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1		CPT	CPT_NM				0.5				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	4	CTX	CTX_NM				0.5				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	4	CTX	CTX_NM	4			1				
CLSI	2023	MIC		AC-	GENUS_CODE	Human	Human	Parenteral	Table 2B-2	9	CTX	CTX_NM	64			8				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	18	CXA	CXA_NM	16			4				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		PEN	PEN_NM	4			1				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		SAM	SAM_NM	4			2				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		MEM	MEM_NM	2			0.5				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		AZM	AZM_NM				4				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	15	CXA	CXA_NM	4			1				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Oral	Table 2G	15	CXM	CXM_NM	4			1				
CLSI	2023	MIC		bca	WHONET_ORG_CODE	Human	Human	Oral	M45 Table 16		CXM	CXM_NM	16			4				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	8	CXM	CXM_NM	16			4				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Parenteral	Table 2G	13	CXM	CXM_NM	2			0.5				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1		CXM	CXM_NM								
CLSI	2023	MIC		ANA	ANAEROBE	Human	Human		Table 2J	12	CZX	CZX_NM	128			32				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	12	CZX	CZX_NM				2				
CLSI	2023	MIC		ngo	WHONET_ORG_CODE	Human	Human		Table 2F	10	CZX	CZX_NM				0.5				
CLSI	2023	MIC		COF	SPECIES_GROUP	Human	Human		M45 Table 6		DAP	DAP_NM				1				
CLSI	2023	MIC		efm	WHONET_ORG_CODE	Human	Human		Table 2D	5	DAP	DAP_NM	8			0.0001			2023-06-27	
CLSI	2023	MIC		LAC	GENUS_CODE	Human	Human		M45 Table 11		DAP	DAP_NM				4				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	10	DAP	DAP_NM				1				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human		Table 2C	37	DAP	DAP_NM				1				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	10	DAP	DAP_NM								
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	30	DIR	DIR_NM	2			0.5				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	14	DIR	DIR_NM	2			0.5				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	14	DIR	DIR_NM	2			0.5				
CLSI	2023	MIC		ANA	ANAEROBE	Human	Human		Table 2J	17	DOR	DOR_NM	8			2				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	26	DOR	DOR_NM				1				
CLSI	2023	MIC		pae	WHONET_ORG_CODE	Human	Human		Table 2B-1	8	DOR	DOR_NM	8			2				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	24	DOR	DOR_NM				1				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	6	DOR	DOR_NM				0.125				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	6	DOR	DOR_NM				1				
CLSI	2023	MIC		VI-	GENUS_CODE	Human	Human		M45 Table 20	2	DOX	DOX_NM	16			4				
CLSI	2023	MIC		bma	WHONET_ORG_CODE	Human	Human		M45 Table 21		DOX	DOX_NM	16			4				
CLSI	2023	MIC		BR-	GENUS_CODE	Human	Human		M45 Table 21		DOX	DOX_NM				1				
CLSI	2023	MIC		CAM	GENUS_CODE	Human	Human		M45 Table 5		DOX	DOX_NM	8			2				
CLSI	2023	MIC		COF	SPECIES_GROUP	Human	Human		M45 Table 6		DOX	DOX_NM	16			4				
CLSI	2023	MIC		ftu	WHONET_ORG_CODE	Human	Human		M45 Table 21		DOX	DOX_NM				4				
CLSI	2023	MIC		PAS	GENUS_CODE	Human	Human		M45 Table 17		DOX	DOX_NM				0.5				
CLSI	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		M45 Table 21		DOX	DOX_NM	16			4				
CLSI	2023	MIC		yep	WHONET_ORG_CODE	Human	Human		M45 Table 21	5	DOX	DOX_NM	16			4				
CLSI	2023	MIC		AC-	GENUS_CODE	Human	Human		Table 2B-2	20	DOX	DOX_NM	16			4				
CLSI	2023	MIC		ENT	GENUS_CODE	Human	Human		Table 2D	8	DOX	DOX_NM	16			4				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human		Table 2C	49	DOX	DOX_NM	16			4				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Table 2C	57	ENX	ENX_NM	8			2				
CLSI	2023	MIC		bca	WHONET_ORG_CODE	Human	Human		M45 Table 16		ERY	ERY_NM				2				
CLSI	2023	MIC		BCS	GENUS_CODE	Human	Human		M45 Table 4		ERY	ERY_NM	8			0.5				
CLSI	2023	MIC		CAM	GENUS_CODE	Human	Human		M45 Table 5		ERY	ERY_NM	32			8				
CLSI	2023	MIC		COF	SPECIES_GROUP	Human	Human		M45 Table 6		ERY	ERY_NM	2			0.5				
CLSI	2023	MIC		LAC	GENUS_CODE	Human	Human		M45 Table 11		ERY	ERY_NM	8			0.5				
CLSI	2023	MIC		PAS	GENUS_CODE	Human	Human		M45 Table 17		ERY	ERY_NM	2			0.5				
CLSI	2023	MIC		snv	WHONET_ORG_CODE	Human	Human		M45 Table 1		ERY	ERY_NM	1			0.25				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	26	ERY	ERY_NM	1			0.25				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	11	ERY	ERY_NM	1			0.25				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	11	ERY	ERY_NM	1			0.25				
CLSI	2023	MIC		ENT	GENUS_CODE	Human	Human		Table 2D	6	ERY	ERY_NM	8			0.5				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human		Table 2C	45	ERY	ERY_NM	8			0.5				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		CLR	CLR_NM	32			8				
CLSI	2023	MIC		ANA	ANAEROBE	Human	Human		Table 2J	18	ETP	ETP_NM	16			4				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	24	ETP	ETP_NM				0.5				
CLSI	2023	MIC		PS-	GENUS_CODE	Human	Human				ETP	ETP_NM								
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	22	ETP	ETP_NM	4			1				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	7	ETP	ETP_NM				1				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	7	ETP	ETP_NM				1				
CLSI	2023	MIC		AC-	GENUS_CODE	Human	Human		Table 2B-2		ETP	ETP_NM								
CLSI	2023	MIC		ABI	GENUS_CODE	Human	Human		M45 Table 1		FEP	FEP_NM	4			1				
CLSI	2023	MIC		COF	SPECIES_GROUP	Human	Human		M45 Table 6		FEP	FEP_NM	4			1				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	11	FEP	FEP_NM				2				
CLSI	2023	MIC		ngo	WHONET_ORG_CODE	Human	Human		Table 2F	6	FEP	FEP_NM				0.5				
CLSI	2023	MIC		snv	WHONET_ORG_CODE	Human	Human		M45 Table 1		FEP	FEP_NM	4			1				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Meningitis	Table 2G	7	FEP	FEP_NM	2			0.5				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Non-meningitis	Table 2G	8	FEP	FEP_NM	4			1				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	3	FEP	FEP_NM				0.5				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	3	FEP	FEP_NM	4			1				
CLSI	2023	MIC		AC-	GENUS_CODE	Human	Human	Parenteral	Table 2B-2	8	FEP	FEP_NM	32			8				
CLSI	2023	MIC		pae	WHONET_ORG_CODE	Human	Human	Parenteral	Table 2B-1	6	FEP	FEP_NM	32			8				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human	Investigational agent	Table 2E	41	FLE	FLE_NM				2				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human	Investigational agent	Table 2C	61	FLE	FLE_NM	8			2				
CLSI	2023	MIC		ENT	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Table 2D	16	FOS	FOS_NM	256			64				
CLSI	2023	MIC		ANA	ANAEROBE	Human	Human		Table 2J	11	FOX	FOX_NM	64			16				
CLSI	2023	MIC		ngo	WHONET_ORG_CODE	Human	Human		Table 2F	4	FOX	FOX_NM	8			2				
CLSI	2023	MIC		sau	WHONET_ORG_CODE	Human	Human		Table 2C		FOX	FOX_NM	8			4				
CLSI	2023	MIC		slu	WHONET_ORG_CODE	Human	Human		Table 2C		FOX	FOX_NM	8			4				
CLSI	2023	DISK	30μg	sep	WHONET_ORG_CODE	Human	Human		Table 2C	3	FOX	FOX_ND30	24	-		25				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	37	GAT	GAT_NM				1				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		CIP	CIP_NM	4			1				
CLSI	2023	MIC		ngo	WHONET_ORG_CODE	Human	Human		Table 2F	18	GAT	GAT_NM	0.5			0.125				
CLSI	2023	MIC		snv	WHONET_ORG_CODE	Human	Human		M45 Table 1		GAT	GAT_NM	4			1				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	36	GAT	GAT_NM	4			1				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	18	GAT	GAT_NM	4			1				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	18	GAT	GAT_NM	4			1				
CLSI	2023	MIC		AC-	GENUS_CODE	Human	Human		Table 2B-2	24	GAT	GAT_NM	8			2				
CLSI	2023	MIC		ENT	GENUS_CODE	Human	Human		Table 2D	13	GAT	GAT_NM	8			2				
CLSI	2023	MIC		pae	WHONET_ORG_CODE	Human	Human		Table 2B-1	23	GAT	GAT_NM	8			2				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human		Table 2C	58	GAT	GAT_NM	2			0.5				
CLSI	2023	MIC		ENT	GENUS_CODE	Human	Human		Table 2D		GEH	GEH_NM	513			512				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	36	GEM	GEM_NM				0.125				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	32	GEM	GEM_NM	0.5			0.125				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1		GEM	GEM_NM								
CLSI	2023	MIC		BCS	GENUS_CODE	Human	Human		M45 Table 4		GEN	GEN_NM	16			4				
CLSI	2023	MIC		BR-	GENUS_CODE	Human	Human		M45 Table 21		GEN	GEN_NM				4				
CLSI	2023	MIC		COF	SPECIES_GROUP	Human	Human		M45 Table 6		GEN	GEN_NM	16			4				
CLSI	2023	MIC		ftu	WHONET_ORG_CODE	Human	Human		M45 Table 21		GEN	GEN_NM				4				
CLSI	2023	MIC		LAC	GENUS_CODE	Human	Human		M45 Table 11		GEN	GEN_NM	16			4				
CLSI	2023	MIC		yep	WHONET_ORG_CODE	Human	Human		M45 Table 21	6	GEN	GEN_NM	16			4				
CLSI	2023	MIC		AC-	GENUS_CODE	Human	Human		Table 2B-2	15	GEN	GEN_NM	16			4				
CLSI	2023	MIC		ENT	GENUS_CODE	Human	Human		Table 2D		GEN	GEN_NM	513			512				
CLSI	2023	MIC		pae	WHONET_ORG_CODE	Human	Human		Table 2B-1	14	GEN	GEN_NM	16			4				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human		Table 2C	38	GEN	GEN_NM	16			4				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	38	GRX	GRX_NM				0.5				
CLSI	2023	MIC		ngo	WHONET_ORG_CODE	Human	Human		Table 2F	19	GRX	GRX_NM	1			0.064				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	37	GRX	GRX_NM	2			0.5				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	19	GRX	GRX_NM	2			0.5				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	19	GRX	GRX_NM	2			0.5				
CLSI	2023	MIC		ecr	WHONET_ORG_CODE	Human	Human		M45 Table 9		LVX	LVX_NM	8			2				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human		Table 2C	59	GRX	GRX_NM	4			1				
CLSI	2023	MIC		MIC	GENUS_CODE	Human	Human		M45 Table 15		VAN	VAN_NM				2				
CLSI	2023	MIC		ABI	GENUS_CODE	Human	Human		M45 Table 1		IPM	IPM_NM	2			0.5				
CLSI	2023	MIC		ANA	ANAEROBE	Human	Human		Table 2J	19	IPM	IPM_NM	16			4				
CLSI	2023	MIC		BCS	GENUS_CODE	Human	Human		M45 Table 4		IPM	IPM_NM	16			4				
CLSI	2023	MIC		bma	WHONET_ORG_CODE	Human	Human		M45 Table 21		IPM	IPM_NM	16			4				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	25	IPM	IPM_NM				4				
CLSI	2023	MIC		LAC	GENUS_CODE	Human	Human		M45 Table 11		IPM	IPM_NM	2			0.5				
CLSI	2023	MIC		PED	GENUS_CODE	Human	Human		M45 Table 18		IPM	IPM_NM				0.5				
CLSI	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		M45 Table 21		IPM	IPM_NM	16			4				
CLSI	2023	MIC		snv	WHONET_ORG_CODE	Human	Human		M45 Table 1		IPM	IPM_NM	2			0.5				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	23	IPM	IPM_NM	1			0.125				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1		IPM	IPM_NM								
CLSI	2023	MIC		AC-	GENUS_CODE	Human	Human		Table 2B-2	11	IPM	IPM_NM	8			2				
CLSI	2023	MIC		pae	WHONET_ORG_CODE	Human	Human		Table 2B-1	9	IPM	IPM_NM	8			2				
CLSI	2023	MIC		COF	SPECIES_GROUP	Human	Human		M45 Table 6		LNZ	LNZ_NM				2				
CLSI	2023	MIC		ENT	GENUS_CODE	Human	Human		Table 2D	19	LNZ	LNZ_NM	8			2				
CLSI	2023	MIC		LAC	GENUS_CODE	Human	Human		M45 Table 11		LNZ	LNZ_NM				4				
CLSI	2023	MIC		spn	WHONET_ORG_CODE	Human	Human		Table 2G	45	LNZ	LNZ_NM				2				
CLSI	2023	MIC		STR	GENUS_CODE	Human	Human		Table 2H-1	24	LNZ	LNZ_NM				2				
CLSI	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Table 2H-2	24	LNZ	LNZ_NM				2				
CLSI	2023	MIC		hpi	WHONET_ORG_CODE	Human	Human		Table 2E	33	LOM	LOM_NM				2				
CLSI	2023	MIC		pae	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Table 2B-1	20	LOM	LOM_NM	8			2				
CLSI	2023	MIC		STA	GENUS_CODE	Human	Human		Table 2C	55	LOM	LOM_NM	8			2				
